r_m,depth_km,sigma_S_m,eps_r
7.530462609218435828e+05,9.843537390781564227e+02,1.910838938782335669e-02,6.500000000000000000e+00
7.565245426853706595e+05,9.808754573146293296e+02,1.879449912134349004e-02,6.500000000000000000e+00
7.600028244488976197e+05,9.773971755511023503e+02,1.848576507696414115e-02,6.500000000000000000e+00
7.634811062124246964e+05,9.739188937875752572e+02,1.818210255430397979e-02,6.500000000000000000e+00
7.669593879759518895e+05,9.704406120240481641e+02,1.788342824434125539e-02,6.500000000000000000e+00
7.704376697394788498e+05,9.669623302605211848e+02,1.758966020655823581e-02,6.500000000000000000e+00
7.739159515030059265e+05,9.634840484969940917e+02,1.730071784646130054e-02,6.500000000000000000e+00
7.773942332665330032e+05,9.600057667334669986e+02,1.701652189347030095e-02,6.500000000000000000e+00
7.808725150300599635e+05,9.565274849699400193e+02,1.673699437917108845e-02,6.500000000000000000e+00
7.843507967935870402e+05,9.530492032064129262e+02,1.646205861592546504e-02,6.500000000000000000e+00
7.878290785571141168e+05,9.495709214428858331e+02,1.619163917583257839e-02,6.500000000000000000e+00
7.913073603206411935e+05,9.460926396793588538e+02,1.592566187003591552e-02,6.500000000000000000e+00
7.947856420841682702e+05,9.426143579158317607e+02,1.566405372837037513e-02,6.500000000000000000e+00
7.982639238476953469e+05,9.391360761523046676e+02,1.540674297934392124e-02,6.500000000000000000e+00
8.017422056112223072e+05,9.356577943887776883e+02,1.515365903044801205e-02,6.500000000000000000e+00
8.052204873747493839e+05,9.321795126252505952e+02,1.490473244879183742e-02,6.500000000000000000e+00
8.086987691382764606e+05,9.287012308617235021e+02,1.465989494205489040e-02,6.500000000000000000e+00
8.121770509018034209e+05,9.252229490981965228e+02,1.441907933975259890e-02,6.500000000000000000e+00
8.156553326653306140e+05,9.217446673346694297e+02,1.418221957481011382e-02,6.500000000000000000e+00
8.191336144288576907e+05,9.182663855711423366e+02,1.394925066543920879e-02,6.500000000000000000e+00
8.226118961923846509e+05,9.147881038076153573e+02,1.372010869731323662e-02,6.500000000000000000e+00
8.260901779559117276e+05,9.113098220440882642e+02,1.349473080603551776e-02,6.500000000000000000e+00
8.295684597194388043e+05,9.078315402805611711e+02,1.327305515989643005e-02,6.500000000000000000e+00
8.330467414829657646e+05,9.043532585170341918e+02,1.305502094291436863e-02,6.500000000000000000e+00
8.365250232464929577e+05,9.008749767535070987e+02,1.284056833815632424e-02,6.500000000000000000e+00
8.400033050100200344e+05,8.973966949899800056e+02,1.262963851133354007e-02,6.500000000000000000e+00
8.434815867735469947e+05,8.939184132264530263e+02,1.242217359466780795e-02,6.500000000000000000e+00
8.469598685370740714e+05,8.904401314629259332e+02,1.221811667102440033e-02,6.500000000000000000e+00
8.504381503006011480e+05,8.869618496993988401e+02,1.201741175830734788e-02,6.500000000000000000e+00
8.539164320641281083e+05,8.834835679358718608e+02,1.182000379411320828e-02,6.500000000000000000e+00
8.573947138276551850e+05,8.800052861723447677e+02,1.162583862063922002e-02,6.500000000000000000e+00
8.608729955911823781e+05,8.765270044088176746e+02,1.143486296984233194e-02,6.500000000000000000e+00
8.643512773547093384e+05,8.730487226452906953e+02,1.124702444884534414e-02,6.500000000000000000e+00
8.678295591182364151e+05,8.695704408817636022e+02,1.106227152558658666e-02,6.500000000000000000e+00
8.713078408817634918e+05,8.660921591182365091e+02,1.088055351470993380e-02,6.500000000000000000e+00
8.747861226452904521e+05,8.626138773547095298e+02,1.070182056369190816e-02,6.500000000000000000e+00
8.782644044088175287e+05,8.591355955911824367e+02,1.052602363920270012e-02,6.500000000000000000e+00
8.817426861723446054e+05,8.556573138276553436e+02,1.035311451369847618e-02,6.500000000000000000e+00
8.852209679358716821e+05,8.521790320641283643e+02,1.018304575224220250e-02,6.500000000000000000e+00
8.886992496993987588e+05,8.487007503006012712e+02,1.001577069955043170e-02,6.500000000000000000e+00
8.921775314629258355e+05,8.452224685370741781e+02,9.851243467264073767e-03,6.500000000000000000e+00
8.956558132264527958e+05,8.417441867735471988e+02,9.689418921441032839e-03,6.500000000000000000e+00
8.991340949899798725e+05,8.382659050100201057e+02,9.530252670268983886e-03,6.500000000000000000e+00
